"R","gens","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52"
5.6,4,0.00138994415220583,0.00524575740278942,0.00908671206861118,0.0302001307216968,0.0486199038913355,0.15318566160577,0.199480523800713,0.552791366356878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.7,3,0.00745472109783438,0.0284102017827532,0.0474987210211889,0.152377662730447,0.199190745975732,0.565067947392045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,3,0.00703613058835795,0.0272047863709012,0.0455974129649588,0.149147887110375,0.198402672130908,0.572611110834499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9,3,0.00685764282865787,0.0268520669782281,0.0448812600633627,0.148549507436513,0.196221480076893,0.576638042616345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,0.0064498233035767,0.0255809609207589,0.0429750018204842,0.145160101206341,0.195420789008674,0.584413323740166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,3,0.00604466767395741,0.0243249789544494,0.0412188128592738,0.141922901570613,0.194465679096179,0.592022959845527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,3,0.00605348452785763,0.0246107156409152,0.0417049652722418,0.144096605604017,0.19168747314907,0.591846755805899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,3,0.00566326485964799,0.023323936243164,0.0397571506980141,0.14052671777574,0.190976378342113,0.599752552081321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4,3,0.00551162284503863,0.0230280085131279,0.0391323618181798,0.139717956937505,0.189077142252952,0.603532907633196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,3,0.0052945383522143,0.0223592972682058,0.0379647730603706,0.137494064809812,0.187708127349665,0.609179199159733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,3,0.00509927045971147,0.0217522514779317,0.0373033628645623,0.13674790390133,0.186417110964889,0.612680100331575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,3,0.00479308228528783,0.0207595276913164,0.0355417414962643,0.132844079262355,0.18544515014746,0.620616419117316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,3,0.00468695998813293,0.0204951771211225,0.0351743914073908,0.132759181024661,0.183641853752254,0.623242436706438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,3,0.00441080722472975,0.0196018199343099,0.0340314713359107,0.130875126638626,0.182180413627682,0.628900361238741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,0.00438227165196116,0.0195709504582099,0.0338589418835,0.1308261422364,0.180926796891469,0.63043489687846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,3,0.00414224939472167,0.0187227728510288,0.0323740336285682,0.127256193430247,0.180110748469984,0.63739400222545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2,3,0.00403464837034577,0.0184623201365508,0.03209949813309,0.127481783603356,0.178132499145673,0.639789250610984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,3,0.00394801871690931,0.0182995272695274,0.0315973215018997,0.127083482224714,0.176043929129161,0.643027721157788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4,3,0.00373151088467208,0.0174389387177772,0.0301505559819378,0.123270544595563,0.175947210732383,0.649461239087667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,3,0.00357364768966044,0.0168725807002475,0.0294345404167385,0.121864811178879,0.175108218980614,0.65314620103386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,3,0.00338888675416277,0.0161740937512904,0.028444753945438,0.119450599952479,0.173999377884241,0.658542287712389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.7,3,0.0032545100176079,0.0156653077695073,0.0275031034583305,0.11709979856884,0.173140456984888,0.663336823200826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,3,0.00323766596438286,0.0157535328258415,0.0276237457788743,0.118093582512327,0.171204543109112,0.664086929809462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.9,3,0.00313306274523596,0.015407954054583,0.0269957901253606,0.11679334279332,0.17006664263343,0.66760320764807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,0.00299423672385911,0.0149010356704109,0.0263082413544212,0.115500964731112,0.168520141243882,0.671775380276315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,3,0.00290855369099708,0.0146037845062637,0.0257068819503269,0.114206244166805,0.167356576186714,0.675217959498894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2,3,0.00285487395622314,0.0144333084911129,0.0255478699534508,0.114223490335519,0.16618042464793,0.676760032615765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.3,3,0.00272013902128442,0.0139236467094413,0.0245617301035394,0.111625329154648,0.165098333534717,0.682070821476369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.4,3,0.00267385156688815,0.0138402350475054,0.0244127976352217,0.111878459217918,0.163329724490118,0.683864932042348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,3,0.00258301933605299,0.0134985725290865,0.0239475954799051,0.110891517364378,0.162278569069546,0.686800726221031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
